SalesAgentName,SalesAgentEmailAddress,ClientName,ClientIdentifier,BankName,AccountNumber,SortCode,Currency
"Adrian Thompson","adrianthompson593@somecompany1422.com","Oliver Jones","BIIC4946","Yorkshire Bank","57442983","335446","EUR"
"David Mitchell","davidmitchell364@somecompany9806.com","Sebastian Wright","PRGA8097","Barclays Bank Plc","34695778","046728","USD"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Davis","WEPY8764","Standard Chartered Bank","13201798","181035","USD"
"Robert Johnson","robertjohnson8@somecompany6227.com","Charles Evans","VOZV2585","Metro Bank PLC","96765407","105352","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Jack Mitchell","ABVC4120","Metro Bank PLC","04788379","048365","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","John Cox","BRBF5813","Metro Bank PLC","93756580","368018","AUD"
"Richard Thomas","richardthomas153@somecompany8459.com","Richard James","YBWM0055","Standard Chartered Bank","81470991","825537","USD"
"Noah Williams","noahwilliams796@somecompany7382.com","Oliver Thomas","RVQC3257","HSBC Bank Plc","86189225","030812","AUD"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Lucas Williams","DUVH8093","Lloyds Bank Plc","08862694","833963","USD"
"Robert Johnson","robertjohnson8@somecompany6227.com","Benjamin Brown","LFLW5396","Lloyds Bank Plc","18819259","001840","USD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Oliver Taylor","TXCH3585","HSBC Bank Plc","76732693","979533","GBP"
"Joseph Walker","josephwalker256@somecompany0692.com","Noel White","AEFI0206","HSBC Bank Plc","55996480","210995","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Richard White","OVPV8295","Barclays Bank Plc","57448521","543857","EUR"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Benjamin Wood","WRGH5047","Standard Chartered Bank","81950235","870371","GBP"
"Richard Brown","richardbrown396@somecompany3795.com","Oliver Johnson","BMPG2850","Lloyds Bank Plc","03661404","358425","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","Sebastian Wright","AFUX1705","Barclays Bank Plc","12409067","373884","USD"
"Richard Thomas","richardthomas153@somecompany8459.com","William Jones","SUPM1568","Metro Bank PLC","10571387","813157","GBP"
"Noah Williams","noahwilliams796@somecompany7382.com","Sebastian Thomas","XXEF7036","Barclays Bank Plc","76794921","732160","EUR"
"David Walker","davidwalker934@somecompany9943.com","Noah Taylor","DDWB9638","Standard Chartered Bank","13815662","279443","AUD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","John James","AGIT2385","Standard Chartered Bank","00713790","790407","EUR"
"Joseph Walker","josephwalker256@somecompany0692.com","David Cox","ENTI7866","Metro Bank PLC","78802958","353546","AUD"
"Noah White","noahwhite636@somecompany3695.com","John Davis","JDKP3655","Yorkshire Bank","25140907","995129","USD"
"Noah Williams","noahwilliams796@somecompany7382.com","Noah Cox","XNWQ4775","Yorkshire Bank","82076410","423738","USD"
"Richard Walker","richardwalker885@somecompany7591.com","David Brown","AQST4252","Standard Chartered Bank","18691397","677518","EUR"
"Jack Jackson","jackjackson318@somecompany0939.com","Thomas Jackson","BBFT5590","Barclays Bank Plc","59508313","060873","EUR"
"James James","jamesjames272@somecompany8044.com","Liam Thomas","RMAD9669","Lloyds Bank Plc","73164283","616897","EUR"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Ian Jones","VBEY4844","Metro Bank PLC","58768479","196403","AUD"
"Benjamin Jackson","benjaminjackson197@somecompany5430.com","Noel White","HBXU4308","Yorkshire Bank","02820518","373358","EUR"
"Noah James","noahjames83@somecompany2687.com","Thomas Robinson","VVMH5600","Yorkshire Bank","87954782","842180","GBP"
"Lucas Brown","lucasbrown29@somecompany6394.com","Joseph Walker","RIZG9128","Clydesdale Bank Plc","42843884","233885","USD"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Wright","TIKM1906","Barclays Bank Plc","74257666","860172","USD"
"James Evans","jamesevans773@somecompany9894.com","Thomas Williams","KXID2973","HSBC Bank Plc","77622200","858226","GBP"
"Oliver Wright","oliverwright31@somecompany3831.com","Mason Wood","HEIA0431","HSBC Bank Plc","06394415","496719","USD"
"David Mitchell","davidmitchell364@somecompany9806.com","Robert Taylor","IMGS4648","Standard Chartered Bank","82880038","177528","GBP"
"Logan Wood","loganwood112@somecompany0924.com","Joseph Wright","UMUG2335","Barclays Bank Plc","73053515","862647","EUR"
"Richard Brown","richardbrown396@somecompany3795.com","Jacob Mason","YOGW0072","HSBC Bank Plc","08348929","085462","GBP"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Adrian Clarke","RIFE2235","Metro Bank PLC","11310634","249947","GBP"
"Liam Mason","liammason829@somecompany4245.com","Oliver Davis","TPBP9226","HSBC Bank Plc","87919647","049254","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Noah Davis","QJJB5426","Yorkshire Bank","76760262","949545","EUR"
"Charles Davis","charlesdavis7@somecompany3124.com","John Smith","IVIV5394","Lloyds Bank Plc","10822547","483513","GBP"
"Logan Taylor","logantaylor653@somecompany2430.com","Robert James","NWSR0202","Yorkshire Bank","92300921","026949","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Robert Robinson","YKZI8766","HSBC Bank Plc","64212399","688547","USD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","William Smith","PSOU2720","Metro Bank PLC","71218070","702330","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Liam Thompson","GACN4198","HSBC Bank Plc","80100775","709213","USD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Jacob Thomas","QTGJ3859","Clydesdale Bank Plc","84716226","760906","AUD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Liam Wood","IPJN5806","Lloyds Bank Plc","86680747","709370","GBP"
"Charles Davis","charlesdavis7@somecompany3124.com","Robert Thomas","CRMA5429","Bank of Scotland plc","14192562","884146","USD"
"Lucas Mason","lucasmason166@somecompany8978.com","Michael Mason","YGDY5930","Standard Chartered Bank","15553124","948270","AUD"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Noel Jones","YUYV4342","Clydesdale Bank Plc","55750547","574251","GBP"
"Noah Wilson","noahwilson84@somecompany1934.com","Joseph Jones","FXNL4535","Lloyds Bank Plc","53003559","384361","USD"
"Oliver Wright","oliverwright31@somecompany3831.com","Liam Thompson","HKAP0495","Barclays Bank Plc","19079346","527226","AUD"
"Robert Johnson","robertjohnson8@somecompany6227.com","James Brown","ZXPB8419","Yorkshire Bank","05725298","432068","EUR"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Thomas Mitchell","HUGF2519","HSBC Bank Plc","35032840","470731","EUR"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Noah Jones","RXYL5144","Standard Chartered Bank","12270158","716571","EUR"
"Jack Evans","jackevans438@somecompany1820.com","James James","SPJT8549","Lloyds Bank Plc","32057525","219618","AUD"
"Joseph Walker","josephwalker256@somecompany0692.com","Ian Taylor","ALKK4390","HSBC Bank Plc","55935064","453031","AUD"
"David Jones","davidjones463@somecompany5761.com","William Jackson","WJKN6862","Yorkshire Bank","60368627","308749","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Logan Roberts","CAXP6050","HSBC Bank Plc","31218854","153608","USD"
"Adrian Smith","adriansmith475@somecompany8520.com","Jack Wright","UNGD2723","Bank of Scotland plc","00307377","107725","GBP"
"Jack Jackson","jackjackson318@somecompany0939.com","Lucas Mason","YDTI6770","HSBC Bank Plc","03693068","396684","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Benjamin Evans","PLBB8163","Barclays Bank Plc","72478419","258080","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Joseph Walker","RIZG9128","Standard Chartered Bank","27643348","027905","AUD"
"Noah James","noahjames83@somecompany2687.com","Dylan Davis","TZKE3276","Metro Bank PLC","04133765","674114","GBP"
"Joseph Walker","josephwalker256@somecompany0692.com","Richard Williams","CNGP0072","Clydesdale Bank Plc","35855562","160038","EUR"
"Robert Johnson","robertjohnson1@somecompany6020.com","John Williams","YPLJ7894","Standard Chartered Bank","78711276","026415","AUD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Sebastian Wood","ZEDR9794","Barclays Bank Plc","84743832","390278","EUR"
"Richard Brown","richardbrown396@somecompany3795.com","Benjamin Mitchell","WGHR3939","Barclays Bank Plc","25690481","251161","USD"
"Jack Evans","jackevans438@somecompany1820.com","Mason Smith","LPAQ9300","Bank of Scotland plc","19416038","066790","GBP"
"Lucas Brown","lucasbrown29@somecompany6394.com","Sebastian Taylor","XJWZ5216","Yorkshire Bank","40299669","522469","USD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Noel Wright","TQHX7273","HSBC Bank Plc","41544340","806503","USD"
"Adrian Wood","adrianwood780@somecompany0199.com","Elijah Green","LIMN9644","Standard Chartered Bank","21952106","483737","USD"
"Jack Evans","jackevans438@somecompany1820.com","Mason Thomas","KBUR2133","Metro Bank PLC","04038123","180961","USD"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Dylan Smith","VHUT5513","Standard Chartered Bank","55840873","890306","USD"
"Jack Evans","jackevans438@somecompany1820.com","Ian Brown","TLEQ3709","Standard Chartered Bank","58711992","744301","EUR"
"Robert Johnson","robertjohnson8@somecompany6227.com","John Walker","QNZX6192","Bank of Scotland plc","81413591","568977","EUR"
"David Mitchell","davidmitchell828@somecompany4273.com","Charles Evans","YVNE5773","Clydesdale Bank Plc","86376405","822000","USD"
"James James","jamesjames272@somecompany8044.com","Sebastian Phillips","LUBE3065","Bank of Scotland plc","61384297","152844","EUR"
"Noah Williams","noahwilliams796@somecompany7382.com","Jack Brown","ZDHK8290","Standard Chartered Bank","24043627","713099","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Richard White","TAXR0409","Metro Bank PLC","81474364","425355","EUR"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Elijah Robinson","GUCI2137","HSBC Bank Plc","04651813","139926","EUR"
"Adrian Smith","adriansmith475@somecompany8520.com","Thomas Taylor","GUPF0156","Yorkshire Bank","02549452","199354","EUR"
"Liam Mason","liammason829@somecompany4245.com","Benjamin Cox","UNSR6065","Bank of Scotland plc","31625584","198850","EUR"
"Liam Mason","liammason829@somecompany4245.com","Charles Thompson","FKWH1614","HSBC Bank Plc","29407666","440759","AUD"
"Jack Evans","jackevans438@somecompany1820.com","Ian Brown","TLEQ3709","Metro Bank PLC","34800177","177749","AUD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Jack White","KVPK8871","Lloyds Bank Plc","78589470","446918","AUD"
"Charles Williams","charleswilliams974@somecompany5848.com","Ian Wood","YNRR9802","Bank of Scotland plc","97259839","287360","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Logan James","DULH1056","Yorkshire Bank","34690409","151930","EUR"
"Benjamin Jackson","benjaminjackson197@somecompany5430.com","Noel White","HBXU4308","Clydesdale Bank Plc","63022813","282959","EUR"
"Adrian Wood","adrianwood780@somecompany0199.com","Oliver Taylor","TGAQ2660","Barclays Bank Plc","56188198","853953","USD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","John Smith","FVZH7318","Bank of Scotland plc","38273676","297730","AUD"
"David Mitchell","davidmitchell364@somecompany9806.com","Elijah Mitchell","KEGJ3895","Lloyds Bank Plc","97158248","378292","EUR"
"Lucas Brown","lucasbrown29@somecompany6394.com","Richard Wilson","IEFD8013","Metro Bank PLC","29701272","959037","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","John Wood","HQPC2411","Barclays Bank Plc","22055056","177274","USD"
"Charles Williams","charleswilliams974@somecompany5848.com","Jacob Taylor","EQCQ3897","Lloyds Bank Plc","80101196","421075","AUD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Michael Johnson","KNJK4834","Metro Bank PLC","10881309","647588","USD"
"Robert Johnson","robertjohnson8@somecompany6227.com","James Brown","ZXPB8419","Clydesdale Bank Plc","21802420","762917","GBP"
"Robert Johnson","robertjohnson8@somecompany6227.com","Thomas Roberts","PRTD6086","Lloyds Bank Plc","92030095","557549","AUD"
"Noah White","noahwhite636@somecompany3695.com","Mason Mason","PBBF0589","Lloyds Bank Plc","86875570","819046","EUR"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Thomas Robinson","FXOJ8832","Standard Chartered Bank","84421582","813532","AUD"
"Noah James","noahjames83@somecompany2687.com","Richard Mason","NWDX9300","Metro Bank PLC","43622509","074442","AUD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Ian Jones","VBEY4844","Lloyds Bank Plc","08620340","593529","GBP"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Lucas Davis","IFNV1904","Lloyds Bank Plc","08698619","579559","EUR"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Liam Thompson","GACN4198","Metro Bank PLC","59831906","418876","AUD"
"Adrian Smith","adriansmith475@somecompany8520.com","Liam White","DDJR9216","Standard Chartered Bank","66312523","936911","USD"
"David Jones","davidjones463@somecompany5761.com","James Wright","UAMD1688","Clydesdale Bank Plc","67840975","316736","USD"
"Adrian Mitchell","adrianmitchell440@somecompany5429.com","Richard Thomas","JJHI2656","Standard Chartered Bank","30415025","137944","GBP"
"Richard Brown","richardbrown396@somecompany3795.com","Benjamin Mitchell","WGHR3939","Standard Chartered Bank","24580520","187341","USD"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Jack Mitchell","EYQN3532","Standard Chartered Bank","56184726","071566","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","William Johnson","AHRA6233","Clydesdale Bank Plc","35834269","836033","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","John James","OZGM8259","Lloyds Bank Plc","17526525","948261","AUD"
"Noel Phillips","noelphillips688@somecompany2018.com","Thomas Taylor","GFFY1607","Lloyds Bank Plc","65788316","058987","USD"
"Charles Johnson","charlesjohnson502@somecompany0377.com","David Mason","EORZ3885","Yorkshire Bank","46490135","442951","GBP"
"James Evans","jamesevans773@somecompany9894.com","Benjamin Robinson","LZFR1035","Standard Chartered Bank","98059509","458488","AUD"
"Robert Johnson","robertjohnson8@somecompany6227.com","Elijah Brown","CIUH9624","HSBC Bank Plc","42775632","741967","EUR"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Jack Jones","OWVZ8072","HSBC Bank Plc","74319809","922115","AUD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Mason Jones","GLFO4334","Barclays Bank Plc","83272164","954688","GBP"
"James Evans","jamesevans773@somecompany9894.com","Thomas Williams","KXID2973","HSBC Bank Plc","78333520","387842","GBP"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Noah White","TAIG8745","Bank of Scotland plc","19610394","760570","AUD"
"Charles Williams","charleswilliams974@somecompany5848.com","Oliver James","HZYE6141","Standard Chartered Bank","18859909","291669","AUD"
"Liam Mason","liammason829@somecompany4245.com","Noel Mason","WLPV7378","Lloyds Bank Plc","44876690","817263","AUD"
"David Jones","davidjones463@somecompany5761.com","John Johnson","TOVV8695","Bank of Scotland plc","76369799","545936","GBP"
"David Mitchell","davidmitchell828@somecompany4273.com","John Wilson","FMAT8224","Bank of Scotland plc","77784072","652516","AUD"
"Oliver Wright","oliverwright31@somecompany3831.com","Mason Wood","HEIA0431","Barclays Bank Plc","46652547","119634","GBP"
"Charles Johnson","charlesjohnson502@somecompany0377.com","Noel Wright","TQHX7273","Metro Bank PLC","73943366","425770","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Michael Taylor","ZLIL0547","Standard Chartered Bank","66282124","968099","USD"
"Adrian Wood","adrianwood780@somecompany0199.com","John Taylor","HZQR4288","Lloyds Bank Plc","58819762","998803","AUD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Liam Robinson","YTOX2676","Yorkshire Bank","48462237","459072","GBP"
"Richard Thomas","richardthomas153@somecompany8459.com","Sebastian Jackson","HZLA7754","Metro Bank PLC","38794403","030584","GBP"
"Jack Evans","jackevans438@somecompany1820.com","Mason Smith","LPAQ9300","Lloyds Bank Plc","64691118","438893","GBP"
"Lucas Brown","lucasbrown29@somecompany6394.com","Sebastian Taylor","XJWZ5216","Lloyds Bank Plc","92817163","957158","EUR"
"David Mitchell","davidmitchell364@somecompany9806.com","Ian Green","UCXF3344","Barclays Bank Plc","95189916","886403","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","John James","OZGM8259","Clydesdale Bank Plc","75435062","494349","USD"
"Logan Taylor","logantaylor653@somecompany2430.com","Thomas Thompson","FAZF8784","Bank of Scotland plc","31499717","908570","EUR"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Charles Wood","HSJN0142","Standard Chartered Bank","88803286","025877","EUR"
"Oliver Wright","oliverwright31@somecompany3831.com","Noah Mason","ISIG6963","Lloyds Bank Plc","45387609","137930","GBP"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Thomas","UFGJ3459","HSBC Bank Plc","56872124","285772","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Richard Mason","AIDL4105","HSBC Bank Plc","37933053","136962","AUD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Dylan Clarke","MHPZ2671","Standard Chartered Bank","80537651","845027","AUD"
"Noah White","noahwhite636@somecompany3695.com","Jack Taylor","DBKU4734","Yorkshire Bank","55544684","204489","EUR"
"David Walker","davidwalker934@somecompany9943.com","Charles Clarke","PLMF0268","Barclays Bank Plc","20917606","851901","USD"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Logan Roberts","CAXP6050","Lloyds Bank Plc","52359099","688744","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Joseph Walker","RIZG9128","Lloyds Bank Plc","44202844","569001","USD"
"Noah Williams","noahwilliams796@somecompany7382.com","Oliver Thomas","RVQC3257","HSBC Bank Plc","88265307","361302","GBP"
"Noah James","noahjames83@somecompany2687.com","Benjamin Wood","KRWR3340","HSBC Bank Plc","98236257","546091","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","James Evans","LSQL9943","Clydesdale Bank Plc","02200415","928289","EUR"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Sebastian Roberts","DIQC9740","Barclays Bank Plc","49765228","745772","AUD"
"James James","jamesjames272@somecompany8044.com","William Clarke","MNLJ2166","Clydesdale Bank Plc","03071044","485697","AUD"
"Adrian Smith","adriansmith475@somecompany8520.com","Robert Wright","RAEV1965","Clydesdale Bank Plc","32098699","661102","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Lucas Jackson","TKUC0121","Yorkshire Bank","19123396","149550","EUR"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Joseph Phillips","AREF4126","Bank of Scotland plc","56919356","430612","AUD"
"Charles Williams","charleswilliams974@somecompany5848.com","Ian Wood","YNRR9802","Barclays Bank Plc","04025197","940425","AUD"
"Richard Brown","richardbrown396@somecompany3795.com","Joseph Wright","BGMA7018","Bank of Scotland plc","06594803","195617","USD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Oliver Cox","YFZJ8315","Clydesdale Bank Plc","30755657","929220","USD"
"Ian Cox","iancox488@somecompany7140.com","Dylan Brown","JHWK4865","HSBC Bank Plc","82966033","745062","GBP"
"Charles Williams","charleswilliams974@somecompany5848.com","Noel Clarke","RYXX4361","Barclays Bank Plc","78805157","087156","GBP"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Joseph Green","HNOG3946","HSBC Bank Plc","49141555","362644","EUR"
"David Jones","davidjones463@somecompany5761.com","Mason Davis","PWYZ9484","Bank of Scotland plc","67515073","109291","AUD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Richard Taylor","RUJY5381","Bank of Scotland plc","05949819","720907","USD"
"David Jones","davidjones463@somecompany5761.com","Thomas Wright","TCHZ4735","HSBC Bank Plc","79813335","205597","EUR"
"Adrian Wood","adrianwood780@somecompany0199.com","Dylan Mason","LKHO5200","Lloyds Bank Plc","42187324","059208","EUR"
"David Jackson","davidjackson775@somecompany0557.com","Jacob Thomas","KLHP9680","Yorkshire Bank","30719057","327642","AUD"
"Lucas Mason","lucasmason166@somecompany8978.com","Noel Wright","TIKM1906","Barclays Bank Plc","00184930","976589","GBP"
"David Mitchell","davidmitchell828@somecompany4273.com","Adrian Jackson","YDAU0896","Barclays Bank Plc","56949917","512322","AUD"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Jack Wilson","JUPW9199","Lloyds Bank Plc","62504719","530308","USD"
"Noel Phillips","noelphillips688@somecompany2018.com","Dylan Wood","JMLA9842","Clydesdale Bank Plc","37794656","462810","AUD"
"David Mitchell","davidmitchell364@somecompany9806.com","Noah Taylor","WLYM9338","HSBC Bank Plc","25566205","252514","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Benjamin Brown","NUHK7153","Yorkshire Bank","75680176","069289","AUD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","William Thompson","MWWR2703","Standard Chartered Bank","89654913","564447","EUR"
"Noah Wilson","noahwilson84@somecompany1934.com","James Walker","BPBX2287","Lloyds Bank Plc","74533827","766334","EUR"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Jack Cox","CFPY6049","Lloyds Bank Plc","53736192","636190","USD"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Elijah Robinson","GUCI2137","Standard Chartered Bank","69935440","159857","EUR"
"Joseph Walker","josephwalker256@somecompany0692.com","Ian Taylor","ALKK4390","Bank of Scotland plc","79884242","096582","USD"
"David Mitchell","davidmitchell828@somecompany4273.com","Adrian Jackson","YDAU0896","Clydesdale Bank Plc","62427980","136896","AUD"
"David Jackson","davidjackson775@somecompany0557.com","Sebastian Wilson","FXTA4567","Yorkshire Bank","68988675","615153","USD"
"Noah Williams","noahwilliams796@somecompany7382.com","Thomas Thompson","UJYV1418","Lloyds Bank Plc","47100570","431018","GBP"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Mason Mason","WDYP1616","HSBC Bank Plc","76687641","084281","AUD"
"Thomas Jackson","thomasjackson880@somecompany8614.com","Dylan Clarke","MHPZ2671","Standard Chartered Bank","06495540","060712","EUR"
"David Jackson","davidjackson775@somecompany0557.com","Sebastian Wilson","FXTA4567","Metro Bank PLC","38815900","847241","AUD"
"Robert Johnson","robertjohnson1@somecompany6020.com","Thomas White","KDRK5893","Barclays Bank Plc","44567010","181357","EUR"
"Richard Walker","richardwalker885@somecompany7591.com","Michael Roberts","TFQA0272","HSBC Bank Plc","08873460","026481","EUR"
"Liam Mason","liammason829@somecompany4245.com","Joseph Mitchell","MQVG4548","Barclays Bank Plc","83946597","076524","EUR"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Robert Evans","TWMD8157","Barclays Bank Plc","34546954","259870","AUD"
"David Jackson","davidjackson775@somecompany0557.com","Michael Johnson","QIPM6465","HSBC Bank Plc","88639552","693056","EUR"
"Benjamin Williams","benjaminwilliams387@somecompany9080.com","Benjamin Jones","LNKA2963","Standard Chartered Bank","43919280","389643","EUR"
"Richard Walker","richardwalker885@somecompany7591.com","Noel James","DVNH8476","Yorkshire Bank","57839145","131868","AUD"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Liam Robinson","YTOX2676","Standard Chartered Bank","91875459","120321","AUD"
"Adrian Wood","adrianwood780@somecompany0199.com","Elijah Cox","IZPA8525","Barclays Bank Plc","22909354","662589","GBP"
"Logan Evans","loganevans645@somecompany5599.com","Liam Williams","BFQQ7397","HSBC Bank Plc","46566142","943158","EUR"
"James Evans","jamesevans773@somecompany9894.com","John Brown","AQHT2346","Metro Bank PLC","92868274","739345","EUR"
"Charles Williams","charleswilliams974@somecompany5848.com","James Roberts","ZMMT7048","Barclays Bank Plc","40964329","653169","AUD"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Sebastian Wood","ZEDR9794","HSBC Bank Plc","08848028","256996","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Logan Phillips","KZAV2828","Metro Bank PLC","71665652","115536","EUR"
"Logan Wood","loganwood112@somecompany0924.com","Sebastian Green","YUDR2888","Standard Chartered Bank","78358428","277553","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Michael Wright","AACP5704","Yorkshire Bank","24134012","614292","EUR"
"Jack Jackson","jackjackson318@somecompany0939.com","Richard Evans","BYNH0086","Lloyds Bank Plc","51440139","512121","EUR"
"Liam Mason","liammason829@somecompany4245.com","Lucas Davis","HLVT2429","Barclays Bank Plc","61546314","695806","GBP"
"David Jackson","davidjackson775@somecompany0557.com","Joseph Jackson","LSWX7403","Metro Bank PLC","82022452","959210","GBP"
"Jack Mitchell","jackmitchell27@somecompany8468.com","Oliver Taylor","TXCH3585","Yorkshire Bank","26348140","420624","EUR"
"Benjamin Walker","benjaminwalker460@somecompany2632.com","Noah Wright","OPAY6765","Clydesdale Bank Plc","92175349","665946","USD"
"David Jones","davidjones463@somecompany5761.com","Thomas Wright","TCHZ4735","Lloyds Bank Plc","72490386","204525","EUR"
"Richard Thomas","richardthomas153@somecompany8459.com","Lucas Jackson","TKUC0121","Bank of Scotland plc","24751446","960092","AUD"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Noel Evans","KLLA4268","Barclays Bank Plc","13307836","468861","GBP"
"Logan Wood","loganwood112@somecompany0924.com","Benjamin Williams","FKZW0407","HSBC Bank Plc","43958993","258226","USD"
"Jack Jackson","jackjackson318@somecompany0939.com","Robert Mason","WQOA3178","Barclays Bank Plc","25273133","932365","USD"
"Joseph Walker","josephwalker256@somecompany0692.com","Liam White","PUES1415","Standard Chartered Bank","48667262","268728","EUR"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Noel Taylor","UKAW4050","Clydesdale Bank Plc","23153524","709849","EUR"
"Noel Mitchell","noelmitchell393@somecompany5028.com","Robert Robinson","YKZI8766","Yorkshire Bank","45439495","060377","GBP"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Oliver Thompson","CFMS5965","Yorkshire Bank","04630574","778685","USD"
"David Mitchell","davidmitchell364@somecompany9806.com","Richard Jackson","LGWC0000","Standard Chartered Bank","29144092","985222","EUR"
"Joseph Johnson","josephjohnson953@somecompany6572.com","Adrian Clarke","RIFE2235","Metro Bank PLC","54133405","705812","AUD"
"Jack Jackson","jackjackson318@somecompany0939.com","Joseph Jackson","RCFF8418","Yorkshire Bank","87695632","263395","AUD"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Jack Smith","WHXH6495","Metro Bank PLC","12670291","208128","AUD"
"David Walker","davidwalker934@somecompany9943.com","Dylan Thompson","IIRA2244","Lloyds Bank Plc","33808404","724559","GBP"
"Adrian Smith","adriansmith475@somecompany8520.com","John Jackson","RITA5793","Yorkshire Bank","47026030","929569","USD"
"Oliver Clarke","oliverclarke993@somecompany6190.com","Lucas Roberts","XJQT2078","Yorkshire Bank","82339190","758727","GBP"
"Lucas Thompson","lucasthompson18@somecompany6810.com","Logan Wright","EVOF6408","Clydesdale Bank Plc","98081443","145331","GBP"
"Ian Evans","ianevans125@somecompany3220.com","Richard Green","ZTYH0167","HSBC Bank Plc","78328465","438370","AUD"
"Adrian Thompson","adrianthompson593@somecompany1422.com","Noel Clarke","PEWZ8178","Clydesdale Bank Plc","90488474","348288","USD"
"Robert Johnson","robertjohnson8@somecompany6227.com","Oliver Mitchell","ITSS6492","Standard Chartered Bank","83968652","775125","USD"
"Noah Wilson","noahwilson84@somecompany1934.com","Joseph Jones","FXNL4535","Yorkshire Bank","72745192","945539","AUD"
"Charles Robinson","charlesrobinson388@somecompany3574.com","Elijah Johnson","QGNH2269","Clydesdale Bank Plc","11446460","653561","USD"
"Lucas Brown","lucasbrown29@somecompany6394.com","Jack Mitchell","ABVC4120","Bank of Scotland plc","58174758","207966","USD"
