SalesAgentName,SalesAgentEmailAddress,ClientName,ClientIdentifier,BankName,AccountNumber,SortCode,Currency
"Mason Green","masongreen338@somecompany5880.com","Mason Jones","UHCQ1941","HSBC Bank Plc","01726362","404040","GBP"
"Mason Green","masongreen338@somecompany5880.com","David Clarke","QDRL6580","Metro Bank PLC","70235682","300573","EUR"
"Mason Green","masongreen338@somecompany5880.com","Logan Clarke","OVVT6919","Metro Bank PLC","52451943","814718","EUR"
"Mason Green","masongreen338@somecompany5880.com","Logan Clarke","OVVT6919","Barclays Bank Plc","91437798","538033","GBP"
"Mason Green","masongreen338@somecompany5880.com","Logan Clarke","OVVT6919","Metro Bank PLC","92715537","821458","EUR"
"Mason Green","masongreen338@somecompany5880.com","Logan Clarke","OVVT6919","Yorkshire Bank","24904488","260804","AUD"
"Mason Green","masongreen338@somecompany5880.com","William White","VWCJ5476","HSBC Bank Plc","55275989","311539","AUD"
"Mason Green","masongreen338@somecompany5880.com","William White","VWCJ5476","Yorkshire Bank","44642647","988895","USD"
"Mason Green","masongreen338@somecompany5880.com","William White","VWCJ5476","Standard Chartered Bank","83273221","601863","USD"
"Mason Green","masongreen338@somecompany5880.com","Joseph Roberts","ZGZC2905","Metro Bank PLC","09978460","716225","AUD"
"Mason Green","masongreen338@somecompany5880.com","Joseph Roberts","ZGZC2905","Barclays Bank Plc","46064734","507712","EUR"
"Mason Green","masongreen338@somecompany5880.com","Joseph Roberts","ZGZC2905","Standard Chartered Bank","55161392","644297","GBP"
"Mason Green","masongreen338@somecompany5880.com","Ian Brown","MLMB2255","Standard Chartered Bank","68845866","410068","GBP"
"James Cox","jamescox495@somecompany7935.com","Dylan James","MIWB6115","Lloyds Bank Plc","96014019","486029","USD"
"James Cox","jamescox495@somecompany7935.com","Dylan James","MIWB6115","Bank of Scotland plc","48236645","125049","USD"
"James Cox","jamescox495@somecompany7935.com","Dylan James","MIWB6115","Clydesdale Bank Plc","14344653","413364","GBP"
"James Cox","jamescox495@somecompany7935.com","Dylan James","MIWB6115","Yorkshire Bank","65732593","259140","EUR"
"James Cox","jamescox495@somecompany7935.com","James Jones","WWNB6729","Lloyds Bank Plc","20872548","219650","GBP"
"James Cox","jamescox495@somecompany7935.com","James Jones","WWNB6729","Yorkshire Bank","74835892","514599","GBP"
"James Cox","jamescox495@somecompany7935.com","James Jones","WWNB6729","Clydesdale Bank Plc","63026288","573242","USD"
"James Cox","jamescox495@somecompany7935.com","James Jones","WWNB6729","Lloyds Bank Plc","97981494","051018","AUD"
"James Cox","jamescox495@somecompany7935.com","Benjamin Taylor","ZDYW2559","Yorkshire Bank","47838962","911146","GBP"
"James Cox","jamescox495@somecompany7935.com","Benjamin Taylor","ZDYW2559","Bank of Scotland plc","08767017","225044","USD"
"James Cox","jamescox495@somecompany7935.com","Benjamin Taylor","ZDYW2559","Barclays Bank Plc","60927822","262847","EUR"
"James Cox","jamescox495@somecompany7935.com","Benjamin Taylor","ZDYW2559","Clydesdale Bank Plc","61471114","600536","AUD"
"James Cox","jamescox495@somecompany7935.com","Robert Wright","OKQX3255","Bank of Scotland plc","82245133","960495","EUR"
"James Cox","jamescox495@somecompany7935.com","Robert Wright","OKQX3255","Metro Bank PLC","86869705","227772","GBP"
"James Cox","jamescox495@somecompany7935.com","Oliver Wright","PIVO0124","Barclays Bank Plc","91402748","672027","GBP"
"James Cox","jamescox495@somecompany7935.com","Oliver Wright","PIVO0124","Barclays Bank Plc","45574369","938267","USD"
"James Cox","jamescox495@somecompany7935.com","Oliver Wright","PIVO0124","HSBC Bank Plc","17518650","820075","GBP"
"James Walker","jameswalker674@somecompany6987.com","Logan Davis","VWEF9378","Barclays Bank Plc","04894812","614379","AUD"
"James Walker","jameswalker674@somecompany6987.com","Logan Davis","VWEF9378","Bank of Scotland plc","75309724","726006","GBP"
"James Walker","jameswalker674@somecompany6987.com","Logan Wilson","GJUR4953","HSBC Bank Plc","64123962","442314","GBP"
"James Walker","jameswalker674@somecompany6987.com","Logan Wilson","GJUR4953","Barclays Bank Plc","20291888","652004","USD"
"James Walker","jameswalker674@somecompany6987.com","Logan Wilson","GJUR4953","Lloyds Bank Plc","88721471","081068","GBP"
"James Walker","jameswalker674@somecompany6987.com","Logan Wilson","GJUR4953","HSBC Bank Plc","42641828","625765","GBP"
"James Walker","jameswalker674@somecompany6987.com","Charles Smith","MGQY1830","Clydesdale Bank Plc","67183858","794059","EUR"
"James Walker","jameswalker674@somecompany6987.com","Charles Smith","MGQY1830","Standard Chartered Bank","89456090","397518","GBP"
"James Walker","jameswalker674@somecompany6987.com","Charles Smith","MGQY1830","Bank of Scotland plc","00190748","932114","EUR"
"James Walker","jameswalker674@somecompany6987.com","Charles Smith","MGQY1830","Metro Bank PLC","32935365","814300","EUR"
"James Walker","jameswalker674@somecompany6987.com","Noel Johnson","APTR7156","Clydesdale Bank Plc","87893018","985635","GBP"
"James Walker","jameswalker674@somecompany6987.com","Noel Johnson","APTR7156","Yorkshire Bank","31796348","409658","AUD"
"James Walker","jameswalker674@somecompany6987.com","Noel Johnson","APTR7156","Yorkshire Bank","82702490","889973","GBP"
"James Walker","jameswalker674@somecompany6987.com","Lucas White","TJXQ6430","Clydesdale Bank Plc","05310681","807817","GBP"
"James Walker","jameswalker674@somecompany6987.com","Lucas White","TJXQ6430","Standard Chartered Bank","44008716","040263","EUR"
"James Walker","jameswalker674@somecompany6987.com","Adrian Thomas","YJNV9150","HSBC Bank Plc","18215898","934346","GBP"
"James Walker","jameswalker674@somecompany6987.com","Adrian Thomas","YJNV9150","Lloyds Bank Plc","66444484","762659","EUR"
"James Walker","jameswalker674@somecompany6987.com","John Smith","OFFV6738","Metro Bank PLC","26987349","580608","USD"
"James Walker","jameswalker674@somecompany6987.com","John Smith","OFFV6738","Yorkshire Bank","63298687","083897","GBP"
"James Walker","jameswalker674@somecompany6987.com","Dylan Green","DCSK8246","Lloyds Bank Plc","59143710","538671","AUD"
"James Walker","jameswalker674@somecompany6987.com","William Taylor","YVUK4763","Barclays Bank Plc","50524311","694260","GBP"
"James Walker","jameswalker674@somecompany6987.com","John Phillips","JOQW2863","Barclays Bank Plc","44705954","762495","USD"
"James Walker","jameswalker674@somecompany6987.com","John Phillips","JOQW2863","Bank of Scotland plc","26163531","965686","EUR"
"James Walker","jameswalker674@somecompany6987.com","John Phillips","JOQW2863","Bank of Scotland plc","50722477","560829","EUR"
"James Walker","jameswalker674@somecompany6987.com","John Phillips","JOQW2863","Bank of Scotland plc","51601088","050938","EUR"
"James Walker","jameswalker674@somecompany6987.com","Charles Cox","VZVC8894","Metro Bank PLC","55800516","059519","GBP"
"James Walker","jameswalker674@somecompany6987.com","James White","ISZZ7116","HSBC Bank Plc","38069134","708870","GBP"
"James Walker","jameswalker674@somecompany6987.com","Elijah Johnson","UXYF4114","Lloyds Bank Plc","87942722","425056","AUD"
"James Walker","jameswalker674@somecompany6987.com","Elijah Johnson","UXYF4114","Clydesdale Bank Plc","94999197","834139","EUR"
"James Walker","jameswalker674@somecompany6987.com","Elijah Johnson","UXYF4114","Lloyds Bank Plc","37601450","771977","USD"
"Ian Evans","ianevans182@somecompany6475.com","David Robinson","ZFBY4796","Bank of Scotland plc","91498129","990929","GBP"
"Ian Evans","ianevans182@somecompany6475.com","David Robinson","ZFBY4796","Standard Chartered Bank","81529298","586772","AUD"
"Ian Evans","ianevans182@somecompany6475.com","David Robinson","ZFBY4796","Barclays Bank Plc","51307756","377150","AUD"
"Ian Evans","ianevans182@somecompany6475.com","David Robinson","ZFBY4796","Barclays Bank Plc","76880516","253044","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Wood","KBOD0159","Barclays Bank Plc","58358591","390906","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Wood","KBOD0159","Barclays Bank Plc","35185996","696657","USD"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Wood","KBOD0159","Bank of Scotland plc","69142829","403283","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Wood","KBOD0159","Standard Chartered Bank","38708055","879993","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Mason Brown","IDOK9522","Lloyds Bank Plc","67729736","932635","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Mason Brown","IDOK9522","HSBC Bank Plc","83014768","083991","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Noah Clarke","YBYR9109","Clydesdale Bank Plc","77897469","110819","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Noah Clarke","YBYR9109","Barclays Bank Plc","43775692","655238","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Noah Clarke","YBYR9109","Lloyds Bank Plc","13039314","574590","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Logan Thompson","TQFV7175","Barclays Bank Plc","94530578","981122","USD"
"Ian Evans","ianevans182@somecompany6475.com","Logan Thompson","TQFV7175","Standard Chartered Bank","24256566","152259","EUR"
"Ian Evans","ianevans182@somecompany6475.com","William Wilson","OCEB4430","Metro Bank PLC","56495983","275379","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Ian Phillips","GAFT1371","Barclays Bank Plc","98255904","136502","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Ian Phillips","GAFT1371","Barclays Bank Plc","32328018","794841","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Ian Phillips","GAFT1371","HSBC Bank Plc","36335977","873976","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Logan Wilson","ZMWJ3974","Metro Bank PLC","42091324","887355","USD"
"Ian Evans","ianevans182@somecompany6475.com","Logan Wilson","ZMWJ3974","Bank of Scotland plc","62019525","175024","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Logan Wilson","ZMWJ3974","Bank of Scotland plc","10367374","450716","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Logan Wilson","ZMWJ3974","Clydesdale Bank Plc","92253669","948482","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Taylor","DKFU3345","HSBC Bank Plc","45447109","216543","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Taylor","DKFU3345","Clydesdale Bank Plc","43624655","451199","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Dylan Taylor","DKFU3345","Standard Chartered Bank","92430366","111096","AUD"
"Ian Evans","ianevans182@somecompany6475.com","David Clarke","VBWM9708","Barclays Bank Plc","98030852","822070","GBP"
"Ian Evans","ianevans182@somecompany6475.com","David Clarke","VBWM9708","Clydesdale Bank Plc","54586308","000427","USD"
"Ian Evans","ianevans182@somecompany6475.com","David Clarke","VBWM9708","Bank of Scotland plc","45730801","079877","USD"
"Ian Evans","ianevans182@somecompany6475.com","David Clarke","VBWM9708","Standard Chartered Bank","46253156","812980","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Sebastian Evans","REHS1744","Yorkshire Bank","41137105","578201","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Sebastian Evans","REHS1744","Yorkshire Bank","61207795","015745","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Sebastian Evans","REHS1744","Standard Chartered Bank","35160826","946133","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Sebastian Evans","REHS1744","Barclays Bank Plc","22031716","252563","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Mason Wood","YLYX8786","Clydesdale Bank Plc","18160342","486645","USD"
"Ian Evans","ianevans182@somecompany6475.com","Lucas Thompson","BQIQ4447","Clydesdale Bank Plc","43456843","364288","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Lucas Thompson","BQIQ4447","Standard Chartered Bank","22934211","549547","GBP"
"Ian Evans","ianevans182@somecompany6475.com","Charles Davis","TCKD0610","Yorkshire Bank","28740621","788213","AUD"
"Ian Evans","ianevans182@somecompany6475.com","Richard Wilson","YOKD1714","Bank of Scotland plc","23239287","755750","EUR"
"Ian Evans","ianevans182@somecompany6475.com","Richard Wilson","YOKD1714","Barclays Bank Plc","25901882","165060","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Elijah Phillips","HJFA3594","Lloyds Bank Plc","39450236","716194","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Elijah Phillips","HJFA3594","Bank of Scotland plc","25829693","589615","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Elijah Phillips","HJFA3594","Lloyds Bank Plc","79914852","936181","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Lucas Jackson","HJPI6700","Barclays Bank Plc","26424049","426405","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Thomas White","NJKD0923","HSBC Bank Plc","32138392","847774","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Mason Williams","JBYA7156","Bank of Scotland plc","65900961","025651","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Mason Williams","JBYA7156","Lloyds Bank Plc","17697634","994349","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Mason Williams","JBYA7156","Barclays Bank Plc","58635677","813336","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Mason Williams","JBYA7156","Standard Chartered Bank","22089939","251043","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Joseph Johnson","ESNK9409","Metro Bank PLC","39135602","902657","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Liam Thompson","GNMH8957","Yorkshire Bank","26808652","485834","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Liam Thompson","GNMH8957","HSBC Bank Plc","15173092","651001","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Jack Davis","ZHFE7818","Metro Bank PLC","24101489","645265","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Jack Davis","ZHFE7818","Barclays Bank Plc","54120741","482972","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Jack Davis","ZHFE7818","HSBC Bank Plc","42023196","281957","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Noel Robinson","IRQH6409","Clydesdale Bank Plc","19138083","428455","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Noel Robinson","IRQH6409","Barclays Bank Plc","65671512","998156","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Noel Robinson","IRQH6409","HSBC Bank Plc","56436704","931578","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Jacob Phillips","UNJV0579","Yorkshire Bank","26780498","155941","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Jacob Phillips","UNJV0579","Yorkshire Bank","46407781","860658","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","James Cox","FHOH4292","Metro Bank PLC","98010211","431486","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","James Cox","FHOH4292","HSBC Bank Plc","42329853","953111","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","James Cox","FHOH4292","Lloyds Bank Plc","71195863","651097","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","James Cox","FHOH4292","Yorkshire Bank","20878771","272480","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Ian Robinson","SSNB8550","HSBC Bank Plc","65320480","226030","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Ian Robinson","SSNB8550","Yorkshire Bank","61465874","073223","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Ian Robinson","SSNB8550","Standard Chartered Bank","13463044","190996","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Jacob Wood","YJOY9789","Clydesdale Bank Plc","06790790","505570","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Walker","NLKX9338","Barclays Bank Plc","46848135","108163","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Walker","NLKX9338","Barclays Bank Plc","33654390","479174","EUR"
"Jacob Cox","jacobcox913@somecompany3642.com","Liam Thompson","QXFD7668","Standard Chartered Bank","84709690","277178","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Liam Thompson","QXFD7668","Bank of Scotland plc","12874668","600250","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Cox","DZZV1045","Metro Bank PLC","05141743","073178","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Cox","DZZV1045","Yorkshire Bank","66418026","600308","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Cox","DZZV1045","Yorkshire Bank","79818618","555079","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Robert Cox","DZZV1045","Bank of Scotland plc","41380789","257060","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Logan Johnson","MWAG1056","Clydesdale Bank Plc","41877999","449909","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Logan Johnson","MWAG1056","Clydesdale Bank Plc","80152354","430103","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Logan Johnson","MWAG1056","Clydesdale Bank Plc","15407027","138145","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","James Williams","DLNC0163","HSBC Bank Plc","87901574","485873","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","James Williams","DLNC0163","Yorkshire Bank","54084981","288053","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","Oliver Williams","XJMU9884","Lloyds Bank Plc","32616151","339887","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","Oliver Williams","XJMU9884","Clydesdale Bank Plc","76913209","404741","GBP"
"Jacob Cox","jacobcox913@somecompany3642.com","Oliver Williams","XJMU9884","Bank of Scotland plc","33892743","729480","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","William Thompson","EENN1116","Lloyds Bank Plc","77722855","980925","USD"
"Jacob Cox","jacobcox913@somecompany3642.com","William Thompson","EENN1116","Bank of Scotland plc","26045787","995827","AUD"
"Jacob Cox","jacobcox913@somecompany3642.com","William Thompson","EENN1116","Lloyds Bank Plc","08505619","597171","AUD"
"Dylan Cox","dylancox825@somecompany4620.com","Adrian James","JJSH2948","Yorkshire Bank","34550959","697956","GBP"
"Dylan Cox","dylancox825@somecompany4620.com","Adrian James","JJSH2948","Yorkshire Bank","39875053","767641","GBP"
"Dylan Cox","dylancox825@somecompany4620.com","Logan Wright","VPGY5250","Bank of Scotland plc","54701365","064291","AUD"
"Dylan Cox","dylancox825@somecompany4620.com","Logan Wright","VPGY5250","HSBC Bank Plc","18447435","856335","GBP"
"Dylan Cox","dylancox825@somecompany4620.com","Noel Roberts","WIWS5156","Yorkshire Bank","55601016","592001","USD"
"Dylan Cox","dylancox825@somecompany4620.com","Noel Roberts","WIWS5156","Metro Bank PLC","73144953","345433","AUD"
"David Phillips","davidphillips11@somecompany2861.com","Lucas Wilson","VHUH7483","Lloyds Bank Plc","84603775","731019","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Benjamin Williams","DDWZ8060","Barclays Bank Plc","89406520","314847","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Benjamin Williams","DDWZ8060","Clydesdale Bank Plc","78087530","206866","USD"
"David Phillips","davidphillips11@somecompany2861.com","Benjamin Williams","DDWZ8060","Clydesdale Bank Plc","16678136","647932","EUR"
"David Phillips","davidphillips11@somecompany2861.com","James Roberts","HWZR3364","Lloyds Bank Plc","83477278","084554","GBP"
"David Phillips","davidphillips11@somecompany2861.com","James Roberts","HWZR3364","Clydesdale Bank Plc","74694550","352523","GBP"
"David Phillips","davidphillips11@somecompany2861.com","James Roberts","HWZR3364","Clydesdale Bank Plc","37730011","580406","USD"
"David Phillips","davidphillips11@somecompany2861.com","James Roberts","HWZR3364","Lloyds Bank Plc","41528823","734292","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Oliver Davis","GVRV2724","Lloyds Bank Plc","51962700","894554","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Oliver Davis","GVRV2724","Metro Bank PLC","69232369","458698","AUD"
"David Phillips","davidphillips11@somecompany2861.com","James Taylor","TRKU0115","Standard Chartered Bank","67312503","213240","GBP"
"David Phillips","davidphillips11@somecompany2861.com","James Taylor","TRKU0115","Metro Bank PLC","83190018","782890","GBP"
"David Phillips","davidphillips11@somecompany2861.com","James Taylor","TRKU0115","Metro Bank PLC","48372633","752135","GBP"
"David Phillips","davidphillips11@somecompany2861.com","James Taylor","TRKU0115","HSBC Bank Plc","53383985","544322","USD"
"David Phillips","davidphillips11@somecompany2861.com","Adrian Smith","VQRN4198","HSBC Bank Plc","89526835","723597","GBP"
"David Phillips","davidphillips11@somecompany2861.com","Elijah Wright","BODB1665","Bank of Scotland plc","81856475","927498","USD"
"David Phillips","davidphillips11@somecompany2861.com","Elijah Wright","BODB1665","Standard Chartered Bank","23693799","763788","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Elijah Wright","BODB1665","Bank of Scotland plc","02663885","058926","EUR"
"David Phillips","davidphillips11@somecompany2861.com","Michael Mason","KJYV6119","Bank of Scotland plc","19707636","174440","AUD"
"David Phillips","davidphillips11@somecompany2861.com","Michael Mason","KJYV6119","Standard Chartered Bank","89719014","411255","USD"
"David Phillips","davidphillips11@somecompany2861.com","Michael Mason","KJYV6119","HSBC Bank Plc","07417725","201809","AUD"
"David Phillips","davidphillips11@somecompany2861.com","Michael Mason","KJYV6119","Standard Chartered Bank","98312600","736551","GBP"
"Jacob Wood","jacobwood385@somecompany7660.com","David Wood","ZYGK4322","Barclays Bank Plc","32473341","700945","GBP"
"Jacob Wood","jacobwood385@somecompany7660.com","David Wood","ZYGK4322","Lloyds Bank Plc","11281406","015912","GBP"
"Jacob Wood","jacobwood385@somecompany7660.com","David Wood","ZYGK4322","Yorkshire Bank","44079923","699080","USD"
"Jacob Wood","jacobwood385@somecompany7660.com","James Williams","ECYU0817","Barclays Bank Plc","84958140","536199","USD"
"Jacob Wood","jacobwood385@somecompany7660.com","James Williams","ECYU0817","Barclays Bank Plc","40896863","019641","EUR"
"Jacob Wood","jacobwood385@somecompany7660.com","James Williams","ECYU0817","Barclays Bank Plc","20510426","641029","GBP"
"Jacob Wood","jacobwood385@somecompany7660.com","Logan White","KDWS5986","Metro Bank PLC","28647488","401082","USD"
"Jacob Wood","jacobwood385@somecompany7660.com","Logan White","KDWS5986","Clydesdale Bank Plc","75009915","743556","USD"
"Jacob Wood","jacobwood385@somecompany7660.com","William Phillips","KVUR2813","HSBC Bank Plc","64363212","548260","EUR"
"Jacob Wood","jacobwood385@somecompany7660.com","William Phillips","KVUR2813","Clydesdale Bank Plc","03387703","854122","AUD"
"Jacob Wood","jacobwood385@somecompany7660.com","William Phillips","KVUR2813","Lloyds Bank Plc","46931622","418560","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","William White","WVAY3428","Barclays Bank Plc","31300358","567470","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Dylan Phillips","SYYZ1834","Barclays Bank Plc","50321568","379310","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Dylan Phillips","SYYZ1834","Clydesdale Bank Plc","04096837","101305","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","Sebastian Mason","JLHN2144","HSBC Bank Plc","53881779","345675","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","John James","TVZH4774","Lloyds Bank Plc","19517828","232278","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Robert Thomas","RSNG7172","Barclays Bank Plc","91167173","938931","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Robert Thomas","RSNG7172","Bank of Scotland plc","04019080","730924","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Jack Brown","YCFP5609","HSBC Bank Plc","87333612","222930","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Jack Brown","YCFP5609","HSBC Bank Plc","18159252","278494","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","Lucas Johnson","DAYR5521","Bank of Scotland plc","70716141","885521","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","Lucas Johnson","DAYR5521","Metro Bank PLC","86271339","994435","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Thomas Mitchell","OFZR7899","Metro Bank PLC","85785876","859468","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","Noah Brown","WGPS6759","Barclays Bank Plc","94721613","168486","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Noah Brown","WGPS6759","Clydesdale Bank Plc","51514019","090190","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Noah Brown","WGPS6759","Metro Bank PLC","16737720","786014","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Oliver Jackson","GKKN6838","Barclays Bank Plc","59413222","955884","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","John Brown","WRNE3678","Metro Bank PLC","98095057","457811","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","John Brown","WRNE3678","Clydesdale Bank Plc","64590043","946367","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","William Robinson","GDMP2797","Yorkshire Bank","29531093","236836","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","John Cox","CQEI9598","Bank of Scotland plc","18939519","932580","GBP"
"Adrian Wright","adrianwright761@somecompany8077.com","John Cox","CQEI9598","Metro Bank PLC","93785238","657909","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","John Cox","CQEI9598","Clydesdale Bank Plc","38143297","500095","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","John Cox","CQEI9598","Barclays Bank Plc","22550959","516382","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Thomas Williams","FYWR3730","Lloyds Bank Plc","12917568","382331","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Lucas Smith","XJDA1038","Lloyds Bank Plc","98107972","256250","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","Lucas Smith","XJDA1038","Bank of Scotland plc","58667117","084118","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","James Evans","XMRG6346","Yorkshire Bank","96803055","257773","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","James Evans","XMRG6346","Standard Chartered Bank","56138793","114212","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","James Evans","XMRG6346","Bank of Scotland plc","21749370","326741","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","James Evans","XMRG6346","Clydesdale Bank Plc","38875512","758162","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Jacob Thomas","NPPM8180","Lloyds Bank Plc","11994192","454705","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","Liam Smith","LCWQ4761","Standard Chartered Bank","06954515","687520","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","Liam Smith","LCWQ4761","Standard Chartered Bank","28507372","596571","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Liam Smith","LCWQ4761","Clydesdale Bank Plc","41286924","428589","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Adrian Thomas","MVPQ0696","Lloyds Bank Plc","86745401","871351","EUR"
"Adrian Wright","adrianwright761@somecompany8077.com","Adrian Thomas","MVPQ0696","Lloyds Bank Plc","51361940","746806","AUD"
"Adrian Wright","adrianwright761@somecompany8077.com","Adrian Thomas","MVPQ0696","Yorkshire Bank","97584304","879251","USD"
"Adrian Wright","adrianwright761@somecompany8077.com","Adrian Thomas","MVPQ0696","HSBC Bank Plc","05083239","177072","GBP"
"Sebastian Green","sebastiangreen360@somecompany8671.com","Sebastian Williams","LYGM5227","Lloyds Bank Plc","06635766","965673","USD"
"Sebastian Green","sebastiangreen360@somecompany8671.com","Sebastian Williams","LYGM5227","Standard Chartered Bank","47248744","908218","USD"
"Sebastian Green","sebastiangreen360@somecompany8671.com","Sebastian Williams","LYGM5227","HSBC Bank Plc","56856400","451227","GBP"
"Sebastian Green","sebastiangreen360@somecompany8671.com","David Walker","VMND7322","Lloyds Bank Plc","83401011","470972","AUD"
"Sebastian Green","sebastiangreen360@somecompany8671.com","David Walker","VMND7322","Barclays Bank Plc","52118913","009384","USD"
